alpha	beta	eta	r
0.001114658	0.129568467	15.57654296	239.7938448
0.060402842	0.000339931	878.6158813	56.1743005
0.041849234	0.000149822	413.002433	64.0624108
0.916590364	56.94709568	39.26205677	19.77747075
3.249873622	0.003461153	0.231103511	16.40676968
21.61126005	937.842736	0.000556362	0.695095054
6.411056363	229.7149636	14.72393676	3.408830352
17.90624571	1316.421211	0.003052668	129.1830101
0.709012284	3.38525184	0.077784881	0.097248549
0.033709662	0.074264314	393.7806153	23.79556388
0.107882803	0.002469014	1011.079516	89.5112907
0.01582176	1.74668E-05	280.5945178	109.8932596
0.011261723	0.003049901	315.1753119	12.16902447
1.091606482	1.912449617	0.002921361	1.149263453
0.207132668	0.003147293	0.039277438	2.323974659
0.002728167	0.00959911	2665.365396	23.49719676
1.715872289	0.002856942	0.099176314	3.071488859
1.786460551	0.001012245	0.102158324	6.390656443
0.006244889	0.12739132	806.0325175	29.11730431
0.678514582	15.78396457	0.002800544	2.497570209
292.3049394	3430.270021	15.80060669	0.469511066
49.6066736	2854.898158	0.002096883	2.18196555
0.034567973	5.636326226	35.15300411	107.6348027
0.046720443	3.25557E-05	103.4813279	10.72180915
0.060962936	0.003075983	275.3080977	58.96116775
5.712530399	1063.15529	0.000603277	1.504587979
0.007167903	0.000129189	429.5494981	126.0716421
0.099684473	1.037036476	0.001688197	2.748899901
0.676000576	298.1797178	0.000468562	0.659794737
0.002079484	0.014224869	0.325477287	0.016935686
0.241447249	34.96992587	65.86992222	14.20626598
0.025283979	0.033607189	0.554387005	0.010278839
0.00612535	0.321192955	14.33223316	71.91836313
0.411972815	0.978523604	0.005413862	4.119452811
0.046756254	6.30492E-05	241.4979894	72.65265682
0.022563796	1.74105857	5.637778236	40.39469264
1.03801194	62.88494132	39.53180466	14.98489413
47.64512177	853.2503664	0.000311668	0.720671806
0.024058636	0.05006915	382.3556422	36.40478908
1.191604341	160.8261454	11.1933401	9.86540913
0.007575695	0.003758486	157.7530551	28.30212774
0.061767674	0.000227001	179.669623	125.1487354
0.034374503	9.134287347	17.14255081	98.70718803
0.676000576	298.1797178	0.000468562	0.659794737
0.09065732	1.363920829	0.001964916	3.676307501
0.003413291	0.004051606	346.868353	6.394338431
0.119947497	0.002860169	947.836604	102.0384236
0.006459921	0.197570786	16.89491403	20.87043318
0.002558159	0.246360077	15.19046666	89.30438151
2.717153613	322.9331357	0.000162125	1.440555266
22.37276719	1456.266146	0.001025246	1.745514969
127.3715576	4943.551521	0.001594438	33.3686852
3.849221757	563.6560099	0.000848467	231.0513338
0.272483469	0.205188331	0.208000966	0.186432026
0.049692282	0.0541174	0.576464308	0.006682618
0.009614472	0.002530453	224.5466393	9.633820435
0.973531707	1.649787424	0.002108811	2.295392359
0.016778405	0.588022222	23.1896724	103.1733692
0.009322033	0.003155991	213.6029451	28.79376723
28.93914549	382.4330668	0.000524229	1.593428188
3.071342319	0.00604244	0.137263206	48.69388697
471.8165945	5199.999295	0.003499016	17.1387662
0.012335418	7.15E-006	25.60768345	61.44176244
0.507884234	340.9982578	0.001671599	153.670068
0.018594376	0.357743714	503.4224557	12.13839402
0.003601568	0.107697045	17.01262675	30.38231377
0.008687384	1.54757E-05	14.78440124	19.81372562
5.390303407	13.57910507	0.571299837	0.152464075
1.908842275	0.002551026	0.217332587	19.57576054
0.00297758	0.015220493	1.140009956	0.04038471
0.062027797	0.169183459	0.114566879	0.026126458
1.191604341	160.8261454	11.1933401	9.86540913
0.316016236	2.045531457	0.367010081	0.074854891
46.75281982	2032.432059	0.002255038	59.92097009
1.349872687	0.001239129	0.136464832	4.138147414
1.155257769	0.001176731	0.160960747	14.13884056
0.021112342	2.564690022	5.945211561	39.38230069
6.458766159	646.4574474	0.003318017	82.37418074
1.173446115	0.000860128	0.207945089	25.78881822
0.003429612	0.076197753	18.72708588	25.67182186
5.987435495	13.69428146	0.567185498	0.157366945
0.04219778	0.012782899	162.939664	14.65159705
0.017463477	0.017593154	334.8722093	30.5756162
0.569837284	0.000629552	0.180398631	3.012998798
10.99128413	1236.079859	0.003600646	234.4083594
0.013397374	0.009072838	131.7826071	25.50205103
0.005529682	0.135722817	21.25319683	22.88399312
0.006328597	0.19758558	736.2395052	12.19780226
0.001218076	0.002086669	587.770721	11.42042209
1.032318356	0.272852552	0.007402432	1.759625508
9.532877503	28.53333811	1.502574946	0.04273507
0.837622241	503.1324001	0.002050421	248.5419332
0.039066759	0.302313352	928.8909418	6.77197929
0.030653978	0.000407611	567.217542	217.7619991
0.042293025	1.15257E-05	1.372074686	3.962080106
0.001461427	0.006332444	0.439381464	0.033260776
0.00315821	0.0150739	0.239020101	0.011289942
0.025481495	0.097066835	555.6152637	21.15955526
0.002294545	0.002117782	94.80494186	16.48857411
0.091830581	0.050629399	201.0748727	49.65592678
0.001665952	0.010913486	0.181855437	0.01421141
0.041888697	4.42235E-05	1744.886784	48.84783336
0.001405772	0.134888366	12.90142297	116.1117596
0.001132453	0.126823206	13.99395161	122.337128
1.887358778	0.002330588	0.209861463	11.46187322
0.019441429	1.3122E-05	13.96274262	1.120422735
2.63445232	0.00305847	0.177631748	19.1156635
0.234946457	1.257933678	0.004101479	7.05745018
53.61298278	810.8033683	0.000513105	0.770945003
29.67054794	808.4938199	0.000239394	0.532849325
0.273606594	1.77181508	0.129229995	0.034893533
0.16402599	1.294492362	0.002433333	2.500897582
127.3715576	4943.551521	0.001594438	33.3686852
0.426793523	7.340985879	0.004153438	6.455997968
3.601012002	0.004632074	0.216699283	3.336872786
0.191322016	64.46041986	26.683527	12.70047609
8.414061081	17.25786183	0.878915046	0.069118671
0.002558159	0.246360077	15.19046666	89.30438151
0.316016236	2.045531457	0.367010081	0.074854891
0.056443166	0.002018387	364.1818738	67.64862128
0.002294545	0.002117782	94.80494186	16.48857411
0.379746736	298.1332648	0.001770315	189.6071645
450.3707319	6938.474661	0.000904228	3.320301254
0.004946924	0.018756734	0.370670082	0.011362176
0.01582176	1.74668E-05	280.5945178	109.8932596
0.486722323	0.392326006	0.049289963	0.172385111
1.159994762	6.019958253	0.001819934	0.641660843
0.036993272	0.000108212	1609.139191	86.73016599
30.94816842	2043.814096	0.002167469	2.537188645
1.221630547	0.001487332	0.077913788	3.626650154
0.006690308	0.002701818	322.1790026	18.34381328
12.24313698	223.5955049	10.95483816	1.937262597
0.360908469	0.539726232	0.00314041	1.859668728
1.787474028	0.206170488	0.006629009	1.408803428
19.55234438	275.9584486	1.581792752	0.389635115
0.016964989	7.182505459	9.851446498	83.78342461
0.054279883	5.18046E-05	889.7210412	37.31062388
0.809993785	0.371710822	0.005268016	3.184109808
1.117904982	0.614371823	0.080623033	0.154477508
0.001145953	0.001760693	606.1615166	9.597819683
0.569837284	0.000629552	0.180398631	3.012998798
3.788606565	3.468909246	0.582885625	0.046795837
0.181323449	4.09894E-05	1.060728848	3.268028567
0.572807265	83.27696235	16.41218428	9.685758882
6.402661864	9.208951783	1.362746971	0.069352337
0.114539047	4.82068E-05	1.322445053	1.507343977
222.7169551	6347.931004	0.002270391	7.357566837
2.353934084	3.068703621	0.859554022	0.030437105
26.07507033	144.0962985	0.000801521	1.625071132
0.927047201	134.9567546	0.000197682	1.530108268
0.673659598	101.8380205	0.000548014	1.177474596
0.041287504	0.146212253	489.4406083	10.85572622
0.011677798	0.417317072	30.32179678	58.79312741
0.047694923	5.7481E-05	772.0210399	29.60611572
7.155997837	256.3208986	18.32565083	3.719871035
0.717821699	66.25572633	36.00826482	11.55785461
0.256284082	0.083106052	234.9302481	70.62886978
2.055752261	0.002307351	0.228261738	26.96027682
1.349872687	0.001239129	0.136464832	4.138147414
0.020202326	0.653921725	18.68442212	73.38088847
0.046878286	0.014327546	208.9097142	14.14462959
0.001589798	0.01345683	0.488895816	0.023096691
21.61126005	937.842736	0.000556362	0.695095054
0.006714515	1.50227E-05	6.995461255	7.699462556
1.349872687	0.001239129	0.136464832	4.138147414
0.00229887	0.131853028	8.897322298	84.27526479
1.091606482	1.912449617	0.002921361	1.149263453
0.241196651	163.5110714	0.000482307	0.703320174
0.009322033	0.003155991	213.6029451	28.79376723
0.06656741	0.130156963	0.592575691	0.014998846
1.908842275	0.002551026	0.217332587	19.57576054
0.262933694	105.2616827	21.03235266	14.42097111
0.065197922	7.53461E-05	894.1301744	30.52820228
0.10723339	10.97619799	18.91389099	93.17967147
0.010747791	0.02562766	1043.250815	21.1208599
0.819964737	436.1155926	0.00191694	253.3433611
8.593803016	684.4409798	0.001349585	106.3400211
0.129558859	0.373037923	0.193158232	0.010686724
0.248159516	0.012017733	0.027848915	2.562380732
35.86191656	1800.905517	0.00149668	7.038424503
0.002408048	0.002554917	294.9962296	6.432351837
106.8405735	4658.94759	0.001825324	6.953769062
0.010045108	3.765576553	8.275493564	87.55211323
418.8083491	4073.308612	0.003452842	15.42719342
343.1661114	5497.794417	0.003779132	14.8303905
0.973531707	1.649787424	0.002108811	2.295392359
0.063927338	0.000175931	1058.851672	112.0468713
2.732116287	0.006336375	0.145807106	46.27452811
0.388881638	81.99756958	12.8048778	11.8503501
0.16976061	2.61514E-05	0.835600052	10.20912513
10.85131295	877.639448	0.000292428	1.04948201
0.316952875	0.008158328	252.2496272	123.7599389
0.001145953	0.001760693	606.1615166	9.597819683
0.194728498	0.094406807	1.186588704	0.020727097
0.144512595	1.391720477	0.002318255	2.645152528
0.098947665	0.001589334	1139.767765	204.4783086
0.067134883	0.000311941	3413.840056	56.07168934
0.054017029	0.000233053	451.1724969	63.84818609
8.481586151	41.1845834	2.061050054	0.204479615
0.008007054	0.21103456	317.9804006	37.276579
0.104372998	1.84907E-05	1.255798136	3.445140774
0.168171503	0.007239759	0.066389791	3.15622896
0.417322913	81.98838195	12.45641904	11.32780993
146.5345774	4666.009113	0.001552747	31.95414438
0.00537537	0.006516322	519.686633	15.30080554
0.417322913	81.98838195	12.45641904	11.32780993
0.026940044	0.061281884	427.8893185	22.39010666
2.690711261	12.88104345	0.458605264	0.061514845
0.008394631	2.05116E-05	337.9173987	73.94033989
49.6066736	2854.898158	0.002096883	2.18196555
0.061767674	0.000227001	179.669623	125.1487354
2.014526343	775.4969542	0.002394989	219.0393735
0.142945467	4.19372E-05	0.802262289	7.973242527
0.951606822	9.969535884	0.374942859	0.064520278
2.919107441	0.007215323	0.118243892	35.58005166
0.006423183	0.003931428	334.3440775	17.83802527
0.004402712	7.45066E-05	350.1840299	107.3968962
0.036581018	3.371700894	10.91681063	70.2202426
0.018125315	2.53601E-05	2159.955381	27.14197293
3.394538991	248.2731074	12.05581529	4.103618158
0.456580501	306.0899234	0.001802168	258.3419878
8.593803016	684.4409798	0.001349585	106.3400211
0.094208746	0.209130385	0.371420288	0.001051034
11.26980652	1157.562743	0.002884698	158.9939553
1.060789779	0.000827754	0.236254993	3.540336511
0.149992282	2.55746E-05	0.768172487	12.29574705
0.324571184	0.014348967	190.2828927	94.99100148
0.522948829	104.5355362	12.90618944	11.2804393
0.001405772	0.134888366	12.90142297	116.1117596
0.015398721	2.09844E-05	169.3001815	102.4910036
3.601012002	0.004632074	0.216699283	3.336872786
28.6720068	1045.179684	0.000370906	0.580074176
26.07507033	144.0962985	0.000801521	1.625071132
8.091167039	779.8774523	0.000318708	1.175476786
10.13212345	917.2347387	0.000769721	1.478000568
0.002535897	0.063316659	11.14525945	35.91538986
0.004243867	0.000823831	143.3306252	6.361144263
3.601012002	0.004632074	0.216699283	3.336872786
0.067288889	5.00531E-05	101.0378142	22.61415266
0.018594376	0.357743714	503.4224557	12.13839402
0.119947497	0.002860169	947.836604	102.0384236
0.128425935	0.000219018	310.6916683	66.41205313
0.034374503	9.134287347	17.14255081	98.70718803
3.393964648	0.008090803	0.17180075	56.81649241
0.153945848	0.000189002	124.3276605	16.89736456
0.524407278	0.138145571	294.0380536	74.2536552
0.046756254	6.30492E-05	241.4979894	72.65265682
49.45450619	2137.867225	0.00333437	66.74763442
0.042293025	1.15257E-05	1.372074686	3.962080106
0.673659598	101.8380205	0.000548014	1.177474596
0.096449555	0.051752895	1.013481118	0.015105444
1.478086363	6.047244427	0.001607955	0.547688955
292.3049394	3430.270021	15.80060669	0.469511066
0.007299702	3.42603E-05	462.2397026	60.24820978
294.6626772	4445.252805	0.003542526	23.78411598
0.008469927	0.000702138	229.0336166	8.012104272
0.079722885	2.77983E-05	8.850926323	2.471562934
0.77645109	1.925578625	0.049911998	0.11751787
0.003841998	0.007615201	483.6027083	15.50158439
0.133748172	3.21744E-05	0.840002319	11.09244929
1.822154721	2.68235081	0.05675486	0.24716674
0.016965893	0.47064576	27.87923322	65.07824666
0.047694923	5.7481E-05	772.0210399	29.60611572
0.076961501	6.27773E-05	20.35918034	1.567266717
35.86191656	1800.905517	0.00149668	7.038424503
0.09442985	6.58732E-05	69.63100897	15.9342978
0.09065732	1.363920829	0.001964916	3.676307501
15.72044128	1871.679336	0.003380486	71.10388897
30.32897768	290.3740535	0.000546117	1.927384924
0.063315848	8.648245797	16.18048636	83.14031866
0.008310233	0.15349222	674.241622	36.0853878
0.973531707	1.649787424	0.002108811	2.295392359
0.009644127	3.2285E-05	404.5639723	79.15584378
0.024058636	0.05006915	382.3556422	36.40478908
1.095562351	0.216178296	0.008795597	1.701984746
0.006690308	0.002701818	322.1790026	18.34381328
0.02344532	0.027145508	206.2309227	45.65433963
5.946443957	880.5535522	0.001307047	149.8311276
0.11262846	0.270250791	0.248254185	0.011698605
0.017879891	0.161522977	425.5574634	33.76967249
4.322885845	15.53716734	1.252489281	0.051981473
26.07507033	144.0962985	0.000801521	1.625071132
1.71831458	0.00662061	0.184418909	2.77666829
3.071342319	0.00604244	0.137263206	48.69388697
1.71831458	0.00662061	0.184418909	2.77666829
0.927047201	134.9567546	0.000197682	1.530108268
0.136748615	0.007407689	0.064233531	3.561071162
0.001719443	0.014408062	0.788975004	0.040276984
0.000826097	0.008124645	0.851528345	0.03073766
8.593803016	684.4409798	0.001349585	106.3400211
1.585913725	0.388629405	0.008191933	1.73012515
0.055056851	2.42066E-05	47.97637712	37.26627758
0.13303042	0.003441471	452.3652658	192.5740635
0.006244889	0.12739132	806.0325175	29.11730431
222.7169551	6347.931004	0.002270391	7.357566837
0.46762013	75.56089176	17.50090293	13.45079731
1.130340915	0.434170861	0.004389294	3.026441983
0.009824971	0.156948911	625.6847276	18.91467372
3.348458499	3.216490014	0.935856701	0.033225982
33.57219277	153.008469	1.724227225	0.307825328
0.000826097	0.008124645	0.851528345	0.03073766
0.008469927	0.000702138	229.0336166	8.012104272
0.158630517	0.639306302	0.120950723	0.086034699
1.764554448	0.001136583	0.103266104	9.008773498
275.62631	7368.930014	0.003044023	1.878432591
0.153945848	0.000189002	124.3276605	16.89736456
5.804772349	719.0790511	0.000661098	1.358212859
0.127771045	0.004180073	990.7080511	99.720201
0.028748251	0.000121072	450.199404	66.8635351
0.023430718	1.481635269	6.262712509	40.05302725
0.01494512	0.694281613	9.778318414	63.11363184
4.91543133	348.378114	0.000171971	1.153130229
0.011704606	0.139052743	538.8745407	5.139971426
0.034093003	0.000412936	799.2494832	108.2805216
2.095896706	0.003552065	0.105998466	5.145551319
75.12272903	3672.944691	0.002118705	7.451579706
0.011054254	0.132876686	455.5218033	4.092415565
0.054303595	0.126646734	0.455994168	0.01695365
0.273606594	1.77181508	0.129229995	0.034893533
0.11287839	6.52893E-05	0.758019984	7.187752403
0.11262846	0.270250791	0.248254185	0.011698605
0.064586899	9.80685E-05	168.5914	15.38405044
0.036652396	0.015395297	185.0508167	19.47733483
0.927047201	134.9567546	0.000197682	1.530108268
0.027183533	1.41781E-05	13.19238764	0.983679645
0.03475742	0.061312706	1.44467054	0.0234001
34.8523063	3127.58262	0.002287317	2.329004021
16.40975853	109.0300689	0.000626075	1.641540389
2.081999448	3.020520524	0.003771947	0.949746827
2.102458265	10.53257088	0.425962207	0.097886341
0.119947497	0.002860169	947.836604	102.0384236
0.045212214	0.00088457	698.5177156	94.77164799
0.086575986	0.206656129	0.368464002	0.001591198
0.008687384	1.54757E-05	14.78440124	19.81372562
9.811133901	383.6172537	0.000538296	0.772973222
7.578780823	24.71213178	3.479643741	0.34328833
2.456033148	0.002646625	0.214243524	2.674374376
0.272483469	0.205188331	0.208000966	0.186432026
5.946443957	880.5535522	0.001307047	149.8311276
2.815331633	0.004614155	0.116887982	28.68544648
0.00920472	0.212184651	427.0283814	11.98675575
0.632456346	125.3723786	10.68262261	7.806165207
12.24313698	223.5955049	10.95483816	1.937262597
0.017155154	2.02363E-05	388.0919003	35.37075356
75.61660617	1552.016922	0.003251846	30.07376596
0.112585929	0.002909476	225.7924011	137.2961135
0.372585013	71.06365422	28.72407044	13.2687097
11.17266019	433.8051622	0.000544823	1.023140206
0.032939743	0.000262066	768.6384227	122.208206
0.001968429	0.007337734	2560.754682	34.94930535
28.62281571	837.8220618	3.782547955	1.490432141
10.73008445	244.299926	20.01702453	2.362674374
18.7204815	110.7140925	0.000969601	1.471221873
0.394198235	2.237539398	0.355478882	0.075015611
2.112727047	0.003287331	0.119982046	3.221351945
0.985137892	380.8752092	0.001347965	183.2303957
11.15134943	531.7906374	0.001233063	98.73905643
0.002575157	0.216194153	10.09120074	70.13852185
0.202223359	1.508092743	0.154926248	0.087568526
0.46762013	75.56089176	17.50090293	13.45079731
0.678514582	15.78396457	0.002800544	2.497570209
36.58085673	210.9408369	1.299410123	0.203541141
2.815331633	0.004614155	0.116887982	28.68544648
0.036652396	0.015395297	185.0508167	19.47733483
12.26713796	823.5629819	0.001978588	3.767877586
0.188434001	2.77249E-05	0.587166089	11.52594013
0.01243341	5.77E-006	9.348447828	2.480099138
0.953754564	0.004018169	0.210907413	3.420372109
0.005244438	0.131383049	709.999342	7.434041956
0.057525125	4.5126E-05	936.448465	38.43497901
0.031283028	0.025930841	253.4994436	32.54662471
0.034567973	5.636326226	35.15300411	107.6348027
0.809993785	0.371710822	0.005268016	3.184109808
3.249873622	0.003461153	0.231103511	16.40676968
0.91638148	0.871700114	0.003508572	2.351559281
19.23133161	861.6967746	0.001352921	2.196253561
0.099684473	1.037036476	0.001688197	2.748899901
0.161107569	4.59506E-05	0.565267088	11.71465263
0.833519154	0.000515861	0.162673539	2.538493839
0.030639228	3.55255E-05	1342.499919	22.91132141
14.25146803	59.27990599	0.000985065	2.36557368
1.785616521	0.001965651	0.119639988	7.313193774
0.006083831	0.140604991	583.2506201	3.852104532
0.018034423	3.08721E-05	283.6273982	30.05843344
139.9732344	742.7025084	4.270509383	1.117883672
0.095746897	5.98556E-05	92.26654534	19.80874347
2.690711261	12.88104345	0.458605264	0.061514845
0.023953587	0.022943984	235.6886064	23.03491579
0.003594646	0.003873929	299.5510824	13.0071839
0.013232137	1.35647E-05	224.3624905	141.6892811
0.186739783	1.1572877	0.005791356	4.16520541
0.003429612	0.076197753	18.72708588	25.67182186
0.009109141	2.33E-006	5.309983921	2.762093603
5.804772349	719.0790511	0.000661098	1.358212859
0.003429612	0.076197753	18.72708588	25.67182186
0.833688316	0.001662306	0.108199129	5.854403206
0.005060633	0.068355692	17.72753077	25.63203389
1.702974379	449.133425	0.003535518	326.8935438
2.471090851	0.004670148	0.158468205	34.28287762
0.022563796	1.74105857	5.637778236	40.39469264
0.009784266	0.022099759	1406.75682	9.930518426
0.017447017	3.66E-006	5.96054752	4.383632528
2.353934084	3.068703621	0.859554022	0.030437105
0.001592642	0.009836669	1406.644032	22.63868132
117.8407675	5898.976569	0.001918492	23.75525433
0.00457009	0.008958705	132.5120609	21.04087404
0.002500479	0.009329468	1178.674178	15.97358946
0.104372998	1.84907E-05	1.255798136	3.445140774
6.57112753	747.8085341	0.002796339	115.6234088
4.676442113	24.63518376	0.381285619	0.071918882
0.020899048	1.540740702	6.566688645	68.09335204
3.394538991	248.2731074	12.05581529	4.103618158
0.178724457	4.47241E-05	0.844487199	6.300197209
0.024482899	0.297804423	485.7312443	8.35989692
0.006459921	0.197570786	16.89491403	20.87043318
0.005426464	2.967082245	9.740247603	88.10882442
0.850724287	0.000464716	0.176682509	2.749457346
0.16402599	1.294492362	0.002433333	2.500897582
0.020519833	1.171997801	6.69436009	67.78315431
0.010714059	0.015828462	1221.695609	29.63105817
0.046756254	6.30492E-05	241.4979894	72.65265682
0.021431134	0.04434489	373.3192833	35.5557141
1.181320011	0.000965822	0.485945386	5.686522163
4.178681764	28.17619056	0.289428264	0.047323438
3.394538991	248.2731074	12.05581529	4.103618158
0.029939557	0.000517118	1390.164056	141.940518
0.007299702	3.42603E-05	462.2397026	60.24820978
1.818933663	0.001705369	0.216578288	24.99560042
0.041843431	3.711730402	6.532830464	46.72470688
0.632456346	125.3723786	10.68262261	7.806165207
0.075155758	3.71353E-05	14.01994921	1.289328242
1.355784892	341.6907752	0.001197444	211.3314004
1.349872687	0.001239129	0.136464832	4.138147414
36.58085673	210.9408369	1.299410123	0.203541141
0.345836165	229.5868538	0.001737235	200.1617281
183.1483861	5815.672489	0.002801177	2.049602838
0.102677574	3.11741E-05	0.67989964	15.5180846
0.003601568	0.107697045	17.01262675	30.38231377
0.095868452	7.05299E-05	0.939671793	3.965074223
0.095868452	7.05299E-05	0.939671793	3.965074223
87.62131087	879.8265036	6.44162623	0.577523918
0.067787304	0.266337755	412.0760376	11.45648433
0.632456346	125.3723786	10.68262261	7.806165207
2.732116287	0.006336375	0.145807106	46.27452811
0.10723339	10.97619799	18.91389099	93.17967147
0.750909514	377.6781344	0.00158592	180.8778428
10.85131295	877.639448	0.000292428	1.04948201
0.003429612	0.076197753	18.72708588	25.67182186
16.84481667	1000.336628	0.003890928	88.83533558
0.007575695	0.003758486	157.7530551	28.30212774
0.005420825	0.000146901	271.2377654	116.9121733
1.818933663	0.001705369	0.216578288	24.99560042
0.070877788	0.000340916	380.8546117	81.11348004
30.38032188	1829.968471	0.002231593	110.32983
0.45416312	56.33524311	43.74559994	7.942158689
0.002234514	0.011968215	0.435892444	0.026024954
1.398215653	0.647324236	1.136846369	0.051962519
0.119947497	0.002860169	947.836604	102.0384236
8.593803016	684.4409798	0.001349585	106.3400211
0.483672018	0.141344262	210.1321231	40.91702713
0.008252667	3.03E-006	4.582029437	4.09701466
0.121467704	0.000128113	95.0821785	23.31291685
68.23698851	939.1332761	0.003981362	65.13162021
0.01582176	1.74668E-05	280.5945178	109.8932596
26.07507033	144.0962985	0.000801521	1.625071132
72.98366044	1452.551681	3.574064607	1.069511021
0.000826097	0.008124645	0.851528345	0.03073766
0.123543889	4.24997E-05	0.56869109	15.05061628
0.353492684	36.41857941	66.32644958	15.57352434
0.021099163	0.872561556	11.21970831	53.31118988
33.57219277	153.008469	1.724227225	0.307825328
0.040025777	0.311779907	467.57269	12.03196951
4.676442113	24.63518376	0.381285619	0.071918882
0.367093633	185.9909221	0.000525475	0.473802214
0.156458532	0.002198926	777.0669403	105.2068116
0.425347561	0.005902052	0.068651029	2.857061575
27.41388932	122.2574605	1.54595912	0.229342226
0.927047201	134.9567546	0.000197682	1.530108268
17.4931216	1359.883935	0.000941799	1.957048978
0.004536994	0.11521745	527.7051768	3.834345307
1.887358778	0.002330588	0.209861463	11.46187322
0.001480943	0.002599728	174.9071901	11.94876526
0.256284082	0.083106052	234.9302481	70.62886978
8.481586151	41.1845834	2.061050054	0.204479615
30.32897768	290.3740535	0.000546117	1.927384924
0.022491684	0.034220836	1100.130368	36.0691524
0.673378727	9.435127995	0.003183797	3.758174486
0.034093003	0.000412936	799.2494832	108.2805216
0.011234436	0.032103381	1.740653357	0.032069535
0.927047201	134.9567546	0.000197682	1.530108268
0.009304629	0.025697539	1607.147497	19.91189778
0.001847854	0.007363503	0.417577458	0.037447295
106.8405735	4658.94759	0.001825324	6.953769062
0.00961692	3.05E-006	5.887278786	3.805326676
0.044866055	4.16546E-05	122.1506596	8.709820317
0.256284082	0.083106052	234.9302481	70.62886978
0.046756254	6.30492E-05	241.4979894	72.65265682
0.278036296	91.36629094	15.61529914	12.02197577
0.012754124	1.35454E-05	218.2610146	132.1240749
0.028722005	0.019097265	201.6673932	26.10654289
0.028722005	0.019097265	201.6673932	26.10654289
2.694476582	0.00334554	0.168885969	2.654172163
1.032318356	0.272852552	0.007402432	1.759625508
0.114986816	0.21087393	0.215785298	0.001170664
0.013397374	0.009072838	131.7826071	25.50205103
0.041843431	3.711730402	6.532830464	46.72470688
2.224604564	0.002327608	0.181841644	28.31599659
0.031018819	0.000270533	748.897349	151.7286276
0.661741884	165.2129767	0.000306756	1.69182736
11.72937224	112.2041404	0.001212834	1.772378664
0.041905774	0.061425562	0.68214231	0.004799961
11.54186942	206.6780979	13.4761135	1.733580484
5.732117124	785.8840024	0.001607279	159.262639
0.004819904	0.129286877	17.54740238	20.83787977
0.181558587	0.002271365	775.3374039	106.4245488
0.022491684	0.034220836	1100.130368	36.0691524
0.106948701	2.15399E-05	1.266183843	1.272106464
2.690711261	12.88104345	0.458605264	0.061514845
2.353934084	3.068703621	0.859554022	0.030437105
0.00315821	0.0150739	0.239020101	0.011289942
0.011643516	0.001065424	153.7365169	7.386890286
0.041789269	2.769100261	9.623441656	57.94741694
0.091854769	0.000115552	338.3974382	66.48377073
1.338280756	0.677970002	0.0845919	0.159615942
5.987435495	13.69428146	0.567185498	0.157366945
0.599531594	125.4810312	0.000254481	1.699122257
5.464222409	430.4117323	0.000330619	1.215157774
0.031489578	4.4912E-05	344.2021209	147.1443382
0.006522211	0.000257915	347.3400597	118.5393659
8.414061081	17.25786183	0.878915046	0.069118671
27.40908882	819.8151336	3.680670408	1.793863527
0.076961501	6.27773E-05	20.35918034	1.567266717
0.038906364	0.041589951	0.496485348	0.005416365
1.509411009	3.039296179	0.062457123	0.180596965
0.049692282	0.0541174	0.576464308	0.006682618
0.001968429	0.007337734	2560.754682	34.94930535
0.002709684	0.002474174	244.3623657	5.674372522
0.163307143	2.003473733	0.16560351	0.102999719
0.709012284	3.38525184	0.077784881	0.097248549
0.000826097	0.008124645	0.851528345	0.03073766
0.015961995	0.01732336	858.7429356	32.46972309
0.133748172	3.21744E-05	0.840002319	11.09244929
0.064586899	9.80685E-05	168.5914	15.38405044
0.951606822	9.969535884	0.374942859	0.064520278
139.9732344	742.7025084	4.270509383	1.117883672
0.071064471	0.000173386	1050.119287	86.60462722
5.712530399	1063.15529	0.000603277	1.504587979
0.003429612	0.076197753	18.72708588	25.67182186
0.00522569	0.020686655	1.339767029	0.036448618
8.091167039	779.8774523	0.000318708	1.175476786
0.673378727	9.435127995	0.003183797	3.758174486
0.001461427	0.006332444	0.439381464	0.033260776
0.000990683	0.128799513	14.12908621	113.2004931
28.55583568	1676.926199	0.003732676	153.1707065
0.047694923	5.7481E-05	772.0210399	29.60611572
0.054303595	0.126646734	0.455994168	0.01695365
1.130340915	0.434170861	0.004389294	3.026441983
0.066475074	4.67263E-05	119.0529138	8.339298603
0.11262846	0.270250791	0.248254185	0.011698605
0.168215626	0.090974783	210.7503354	32.1509306
0.678514582	15.78396457	0.002800544	2.497570209
0.009784266	0.022099759	1406.75682	9.930518426
0.044545278	0.102630796	0.470904922	0.014670063
0.005742454	0.005144632	158.8270448	15.53797975
0.669447742	0.000545136	0.641691209	5.652392517
0.002728167	0.00959911	2665.365396	23.49719676
0.021431134	0.04434489	373.3192833	35.5557141
0.003429612	0.076197753	18.72708588	25.67182186
0.191141356	0.130045446	232.3435218	36.10257794
0.054081498	9.98352E-05	1600.622751	49.45101631
1.280092749	0.001227588	0.354732438	8.343345603
0.641517679	8.632197668	0.003751539	4.492915734
0.549874979	0.719322911	0.002730613	1.974556919
11.26980652	1157.562743	0.002884698	158.9939553
0.008490999	3.02149E-05	287.3558022	59.56131177
0.837622241	503.1324001	0.002050421	248.5419332
26.07006545	306.5151933	2.252693126	0.619152192
0.55899698	406.1065895	0.001373149	171.09285
